shipping_id,order_id,shipping_company,shipping_status,shipping_start_date,shipping_end_date
S006625,O006625,우체국택배,Shipped,2024-09-16 23:31:32,
S000503,O000503,대한통운,Delivered,2024-09-16 09:55:18,2024-09-19 09:55:18
S009730,O009730,한진택배,Shipped,2024-09-16 22:33:06,
S006646,O006646,우체국택배,Shipped,2024-09-17 10:06:44,
S003367,O003367,대한통운,Cancelled,2024-09-17 05:34:56,
S002144,O002144,우체국택배,Cancelled,2024-09-17 12:35:00,
S001379,O001379,롯데택배,Shipped,2024-09-17 07:24:20,
S003188,O003188,우체국택배,Delivered,2024-09-18 01:52:33,2024-09-23 01:52:33
S008536,O008536,대한통운,Delivered,2024-09-17 13:40:29,2024-09-21 13:40:29
S007640,O007640,롯데택배,Delivered,2024-09-17 14:33:43,2024-09-22 14:33:43
S001025,O001025,롯데택배,Shipped,2024-09-17 20:59:59,
S001979,O001979,롯데택배,Delivered,2024-09-17 19:03:59,2024-09-21 19:03:59
S000233,O000233,롯데택배,Delivered,2024-09-18 10:45:14,2024-09-19 10:45:14
S000707,O000707,우체국택배,Preparing,2024-09-18 10:24:51,
S001228,O001228,우체국택배,Preparing,2024-09-18 12:41:39,
S009197,O009197,롯데택배,Delivered,2024-09-18 00:18:47,2024-09-19 00:18:47
S007240,O007240,대한통운,Delivered,2024-09-18 16:26:53,2024-09-20 16:26:53
S000921,O000921,롯데택배,Delivered,2024-09-18 08:35:45,2024-09-19 08:35:45
S007011,O007011,한진택배,Shipped,2024-09-18 14:43:03,
S005933,O005933,한진택배,Shipped,2024-09-18 17:28:35,
S000192,O000192,한진택배,Delivered,2024-09-18 08:15:38,2024-09-21 08:15:38
S001735,O001735,우체국택배,Shipped,2024-09-19 05:34:07,
S008466,O008466,대한통운,Delivered,2024-09-18 20:16:14,2024-09-20 20:16:14
S009612,O009612,우체국택배,Shipped,2024-09-18 15:11:42,
S003321,O003321,한진택배,Delivered,2024-09-18 09:23:24,2024-09-23 09:23:24
S008282,O008282,대한통운,Shipped,2024-09-19 05:19:12,
S009629,O009629,대한통운,Delivered,2024-09-18 19:32:24,2024-09-21 19:32:24
S008985,O008985,우체국택배,Delivered,2024-09-19 01:56:28,2024-09-23 01:56:28
S007024,O007024,롯데택배,Delivered,2024-09-19 04:09:46,2024-09-24 04:09:46
S001073,O001073,한진택배,Delivered,2024-09-18 17:34:14,2024-09-22 17:34:14
S006623,O006623,한진택배,Delivered,2024-09-19 17:43:10,2024-09-24 17:43:10
S005569,O005569,우체국택배,Shipped,2024-09-19 03:35:02,
S003075,O003075,우체국택배,Shipped,2024-09-19 16:18:26,
S004490,O004490,대한통운,Delivered,2024-09-19 13:10:31,2024-09-22 13:10:31
S009185,O009185,대한통운,Preparing,2024-09-19 06:27:49,
S004619,O004619,롯데택배,Delivered,2024-09-19 02:17:45,2024-09-22 02:17:45
S009330,O009330,롯데택배,Delivered,2024-09-19 05:47:05,2024-09-24 05:47:05
S006441,O006441,대한통운,Delivered,2024-09-19 11:15:50,2024-09-20 11:15:50
S000239,O000239,롯데택배,Cancelled,2024-09-19 14:03:51,
S005870,O005870,롯데택배,Delivered,2024-09-19 14:42:31,2024-09-23 14:42:31
S006159,O006159,롯데택배,Shipped,2024-09-20 10:42:30,
S005197,O005197,롯데택배,Shipped,2024-09-19 16:09:10,
S006952,O006952,대한통운,Delivered,2024-09-20 10:37:59,2024-09-21 10:37:59
S006065,O006065,롯데택배,Delivered,2024-09-20 02:03:36,2024-09-22 02:03:36
S006836,O006836,대한통운,Delivered,2024-09-20 06:05:13,2024-09-24 06:05:13
S003677,O003677,롯데택배,Delivered,2024-09-20 11:05:09,2024-09-21 11:05:09
S009708,O009708,한진택배,Shipped,2024-09-20 01:42:55,
S005383,O005383,롯데택배,Delivered,2024-09-20 19:58:49,2024-09-25 19:58:49
S002149,O002149,대한통운,Delivered,2024-09-20 14:02:34,2024-09-23 14:02:34
S004042,O004042,한진택배,Delivered,2024-09-20 08:51:37,2024-09-22 08:51:37
S008257,O008257,대한통운,Delivered,2024-09-20 04:53:15,2024-09-25 04:53:15
S001210,O001210,롯데택배,Delivered,2024-09-20 07:03:56,2024-09-24 07:03:56
S003630,O003630,대한통운,Delivered,2024-09-20 11:25:59,2024-09-21 11:25:59
S006942,O006942,대한통운,Shipped,2024-09-20 19:15:47,
S008241,O008241,우체국택배,Preparing,2024-09-20 22:18:11,
S002447,O002447,롯데택배,Delivered,2024-09-20 08:30:21,2024-09-23 08:30:21
S000989,O000989,대한통운,Shipped,2024-09-20 13:42:39,
S005875,O005875,대한통운,Delivered,2024-09-21 14:34:33,2024-09-23 14:34:33
S008975,O008975,대한통운,Delivered,2024-09-21 03:55:46,2024-09-22 03:55:46
S006474,O006474,한진택배,Shipped,2024-09-21 17:42:52,
S003996,O003996,롯데택배,Delivered,2024-09-21 19:58:00,2024-09-23 19:58:00
S007512,O007512,한진택배,Shipped,2024-09-22 08:47:35,
S003614,O003614,롯데택배,Preparing,2024-09-21 17:51:05,
S002516,O002516,롯데택배,Delivered,2024-09-21 19:06:40,2024-09-22 19:06:40
S002618,O002618,한진택배,Shipped,2024-09-21 17:13:14,
S000689,O000689,대한통운,Preparing,2024-09-22 13:08:17,
S002168,O002168,우체국택배,Delivered,2024-09-22 04:38:04,2024-09-25 04:38:04
S006912,O006912,한진택배,Delivered,2024-09-22 18:08:45,2024-09-24 18:08:45
S001856,O001856,롯데택배,Delivered,2024-09-22 00:38:42,2024-09-25 00:38:42
S004423,O004423,롯데택배,Delivered,2024-09-22 22:47:57,2024-09-23 22:47:57
S008603,O008603,우체국택배,Cancelled,2024-09-22 03:42:45,
S000627,O000627,대한통운,Delivered,2024-09-22 10:23:31,2024-09-23 10:23:31
S006422,O006422,롯데택배,Cancelled,2024-09-22 17:28:29,
S005153,O005153,롯데택배,Shipped,2024-09-22 20:51:35,
S002568,O002568,대한통운,Preparing,2024-09-23 07:55:45,
S002756,O002756,대한통운,Delivered,2024-09-23 00:21:43,2024-09-24 00:21:43
S006765,O006765,한진택배,Delivered,2024-09-23 17:11:05,2024-09-25 17:11:05
S005034,O005034,대한통운,Preparing,2024-09-23 07:19:05,
S003298,O003298,한진택배,Delivered,2024-09-23 23:50:14,2024-09-26 23:50:14
S001425,O001425,롯데택배,Preparing,2024-09-23 13:49:55,
S005299,O005299,롯데택배,Shipped,2024-09-23 19:45:21,
S004530,O004530,한진택배,Delivered,2024-09-23 06:06:46,2024-09-28 06:06:46
S007356,O007356,한진택배,Preparing,2024-09-23 10:32:01,
S000058,O000058,한진택배,Delivered,2024-09-23 09:12:03,2024-09-26 09:12:03
S009453,O009453,대한통운,Shipped,2024-09-23 22:14:29,
S001731,O001731,우체국택배,Shipped,2024-09-23 23:37:00,
S003673,O003673,대한통운,Shipped,2024-09-23 18:51:40,
S009613,O009613,한진택배,Delivered,2024-09-23 11:37:26,2024-09-28 11:37:26
S003964,O003964,우체국택배,Shipped,2024-09-24 06:33:44,
S000533,O000533,우체국택배,Cancelled,2024-09-23 13:21:06,
S001034,O001034,대한통운,Preparing,2024-09-23 20:39:21,
S004519,O004519,롯데택배,Cancelled,2024-09-23 18:58:04,
S002708,O002708,롯데택배,Delivered,2024-09-24 10:54:43,2024-09-29 10:54:43
S001369,O001369,롯데택배,Delivered,2024-09-24 08:56:08,2024-09-25 08:56:08
S001720,O001720,한진택배,Preparing,2024-09-24 19:12:30,
S004681,O004681,롯데택배,Delivered,2024-09-25 06:26:51,2024-09-29 06:26:51
S000611,O000611,한진택배,Shipped,2024-09-25 11:24:56,
S009161,O009161,한진택배,Delivered,2024-09-24 19:31:42,2024-09-29 19:31:42
S000499,O000499,우체국택배,Shipped,2024-09-24 18:23:51,
S007054,O007054,한진택배,Preparing,2024-09-25 01:04:48,
S007298,O007298,대한통운,Delivered,2024-09-25 03:42:01,2024-09-30 03:42:01
S009177,O009177,우체국택배,Shipped,2024-09-25 13:57:03,
S004298,O004298,우체국택배,Delivered,2024-09-25 09:42:54,2024-09-27 09:42:54
S000846,O000846,대한통운,Preparing,2024-09-25 02:12:44,
S003608,O003608,롯데택배,Cancelled,2024-09-25 18:16:31,
S007868,O007868,우체국택배,Delivered,2024-09-25 08:34:00,2024-09-30 08:34:00
S005096,O005096,롯데택배,Preparing,2024-09-25 14:50:36,
S006202,O006202,대한통운,Shipped,2024-09-25 14:47:02,
S004366,O004366,우체국택배,Shipped,2024-09-26 02:09:03,
S002720,O002720,롯데택배,Preparing,2024-09-26 14:35:17,
S007410,O007410,한진택배,Delivered,2024-09-25 18:21:13,2024-09-29 18:21:13
S009486,O009486,롯데택배,Delivered,2024-09-26 02:29:19,2024-09-28 02:29:19
S003567,O003567,롯데택배,Delivered,2024-09-26 20:28:26,2024-10-01 20:28:26
S006706,O006706,한진택배,Delivered,2024-09-26 19:40:56,2024-09-29 19:40:56
S008684,O008684,롯데택배,Delivered,2024-09-25 22:34:02,2024-09-26 22:34:02
S005037,O005037,우체국택배,Shipped,2024-09-26 02:58:46,
S003754,O003754,대한통운,Delivered,2024-09-26 06:41:16,2024-09-28 06:41:16
S006733,O006733,롯데택배,Shipped,2024-09-26 23:46:43,
S000761,O000761,롯데택배,Shipped,2024-09-27 06:04:12,
S003201,O003201,한진택배,Cancelled,2024-09-26 21:59:58,
S002963,O002963,롯데택배,Delivered,2024-09-27 08:12:30,2024-10-01 08:12:30
S006562,O006562,롯데택배,Delivered,2024-09-26 19:25:49,2024-10-01 19:25:49
S005495,O005495,우체국택배,Shipped,2024-09-27 04:13:41,
S003180,O003180,롯데택배,Delivered,2024-09-27 03:58:11,2024-09-29 03:58:11
S003440,O003440,대한통운,Shipped,2024-09-27 09:37:56,
S008998,O008998,한진택배,Delivered,2024-09-27 01:15:30,2024-09-30 01:15:30
S004404,O004404,대한통운,Shipped,2024-09-27 03:29:31,
S005765,O005765,한진택배,Delivered,2024-09-27 01:00:57,2024-10-02 01:00:57
S004163,O004163,우체국택배,Preparing,2024-09-27 14:50:02,
S003528,O003528,대한통운,Delivered,2024-09-27 10:20:59,2024-10-02 10:20:59
S005945,O005945,롯데택배,Shipped,2024-09-27 17:15:59,
S005106,O005106,대한통운,Delivered,2024-09-27 10:07:54,2024-10-02 10:07:54
S001324,O001324,우체국택배,Delivered,2024-09-27 22:40:43,2024-10-02 22:40:43
S002055,O002055,대한통운,Delivered,2024-09-28 12:53:57,2024-10-02 12:53:57
S001774,O001774,대한통운,Delivered,2024-09-28 01:22:43,2024-10-03 01:22:43
S001698,O001698,대한통운,Cancelled,2024-09-27 21:41:44,
S008491,O008491,우체국택배,Delivered,2024-09-28 16:01:01,2024-10-03 16:01:01
S000056,O000056,롯데택배,Delivered,2024-09-28 03:30:22,2024-10-01 03:30:22
S000260,O000260,한진택배,Delivered,2024-09-28 18:53:19,2024-10-02 18:53:19
S009992,O009992,대한통운,Delivered,2024-09-28 13:27:53,2024-09-30 13:27:53
S002433,O002433,한진택배,Delivered,2024-09-28 18:36:13,2024-10-03 18:36:13
S004778,O004778,우체국택배,Preparing,2024-09-28 01:17:41,
S007418,O007418,대한통운,Cancelled,2024-09-29 02:13:25,
S002757,O002757,우체국택배,Shipped,2024-09-28 17:37:30,
S008920,O008920,우체국택배,Shipped,2024-09-28 06:13:02,
S005898,O005898,우체국택배,Cancelled,2024-09-28 22:06:15,
S002411,O002411,우체국택배,Delivered,2024-09-28 14:00:50,2024-10-01 14:00:50
S002286,O002286,대한통운,Delivered,2024-09-28 22:09:47,2024-09-29 22:09:47
S001663,O001663,롯데택배,Delivered,2024-09-28 17:32:26,2024-10-01 17:32:26
S008801,O008801,대한통운,Preparing,2024-09-28 23:23:43,
S000780,O000780,대한통운,Shipped,2024-09-29 03:10:20,
S008081,O008081,롯데택배,Delivered,2024-09-29 05:21:14,2024-10-01 05:21:14
S007022,O007022,한진택배,Delivered,2024-09-29 04:08:43,2024-10-03 04:08:43
S001564,O001564,롯데택배,Delivered,2024-09-29 20:21:15,2024-10-03 20:21:15
S007472,O007472,대한통운,Delivered,2024-09-29 16:57:10,2024-10-04 16:57:10
S004065,O004065,대한통운,Delivered,2024-09-29 21:17:19,2024-09-30 21:17:19
S009989,O009989,한진택배,Delivered,2024-09-29 15:55:30,2024-10-01 15:55:30
S001535,O001535,우체국택배,Delivered,2024-09-29 18:42:11,2024-10-02 18:42:11
S005338,O005338,우체국택배,Delivered,2024-09-29 14:58:22,2024-10-03 14:58:22
S000630,O000630,한진택배,Shipped,2024-09-29 20:54:56,
S009578,O009578,대한통운,Preparing,2024-09-30 20:50:27,
S003893,O003893,롯데택배,Shipped,2024-09-30 14:10:37,
S006197,O006197,롯데택배,Delivered,2024-10-01 00:18:26,2024-10-06 00:18:26
S000827,O000827,한진택배,Shipped,2024-09-30 10:53:51,
S005336,O005336,대한통운,Preparing,2024-09-30 19:14:04,
S008877,O008877,롯데택배,Delivered,2024-10-01 00:09:53,2024-10-02 00:09:53
S005931,O005931,우체국택배,Delivered,2024-09-30 21:02:33,2024-10-04 21:02:33
S007980,O007980,우체국택배,Delivered,2024-10-01 16:23:55,2024-10-02 16:23:55
S005022,O005022,우체국택배,Delivered,2024-10-01 05:27:07,2024-10-02 05:27:07
S005441,O005441,한진택배,Delivered,2024-10-01 03:44:21,2024-10-06 03:44:21
S005426,O005426,롯데택배,Delivered,2024-09-30 19:37:28,2024-10-04 19:37:28
S001338,O001338,우체국택배,Cancelled,2024-09-30 22:54:26,
S003352,O003352,우체국택배,Delivered,2024-10-01 15:22:06,2024-10-05 15:22:06
S009949,O009949,우체국택배,Delivered,2024-10-01 06:50:08,2024-10-03 06:50:08
S000174,O000174,우체국택배,Delivered,2024-10-01 09:33:49,2024-10-03 09:33:49
S001529,O001529,우체국택배,Preparing,2024-10-01 09:32:39,
S008689,O008689,대한통운,Delivered,2024-10-01 08:39:16,2024-10-05 08:39:16
S001244,O001244,한진택배,Delivered,2024-10-01 07:22:35,2024-10-06 07:22:35
S004857,O004857,한진택배,Shipped,2024-10-01 23:00:42,
S000295,O000295,우체국택배,Delivered,2024-10-01 14:46:36,2024-10-06 14:46:36
S008040,O008040,대한통운,Delivered,2024-10-02 06:12:18,2024-10-04 06:12:18
S003405,O003405,우체국택배,Preparing,2024-10-01 11:39:34,
S009661,O009661,대한통운,Shipped,2024-10-01 22:05:01,
S009245,O009245,한진택배,Delivered,2024-10-01 22:49:38,2024-10-05 22:49:38
S006431,O006431,롯데택배,Shipped,2024-10-01 21:09:41,
S006014,O006014,롯데택배,Delivered,2024-10-02 06:50:14,2024-10-06 06:50:14
S005445,O005445,우체국택배,Delivered,2024-10-02 15:41:57,2024-10-04 15:41:57
S007814,O007814,한진택배,Delivered,2024-10-02 00:31:11,2024-10-05 00:31:11
S007527,O007527,우체국택배,Shipped,2024-10-01 22:44:54,
S000300,O000300,대한통운,Preparing,2024-10-02 20:09:12,
S006551,O006551,우체국택배,Delivered,2024-10-02 14:25:14,2024-10-04 14:25:14
S005678,O005678,우체국택배,Delivered,2024-10-03 06:44:37,2024-10-04 06:44:37
S004985,O004985,대한통운,Shipped,2024-10-03 02:01:05,
S001596,O001596,우체국택배,Delivered,2024-10-02 16:29:03,2024-10-07 16:29:03
S001584,O001584,우체국택배,Delivered,2024-10-02 14:45:59,2024-10-07 14:45:59
S003049,O003049,대한통운,Delivered,2024-10-03 05:38:34,2024-10-04 05:38:34
S009116,O009116,롯데택배,Cancelled,2024-10-03 04:27:57,
S003263,O003263,롯데택배,Delivered,2024-10-03 16:59:22,2024-10-06 16:59:22
S006874,O006874,롯데택배,Delivered,2024-10-03 00:25:56,2024-10-06 00:25:56
S009088,O009088,우체국택배,Delivered,2024-10-03 08:45:59,2024-10-04 08:45:59
S006237,O006237,한진택배,Delivered,2024-10-03 10:29:55,2024-10-07 10:29:55
S003560,O003560,대한통운,Delivered,2024-10-03 02:10:52,2024-10-04 02:10:52
S000456,O000456,대한통운,Delivered,2024-10-04 00:31:18,2024-10-08 00:31:18
S008578,O008578,롯데택배,Delivered,2024-10-03 22:50:06,2024-10-08 22:50:06
S003662,O003662,롯데택배,Preparing,2024-10-03 20:42:12,
S001611,O001611,대한통운,Delivered,2024-10-03 12:13:54,2024-10-08 12:13:54
S000122,O000122,우체국택배,Delivered,2024-10-03 20:09:47,2024-10-07 20:09:47
S002258,O002258,대한통운,Shipped,2024-10-04 04:02:47,
S001721,O001721,대한통운,Delivered,2024-10-04 00:15:11,2024-10-09 00:15:11
S008094,O008094,대한통운,Delivered,2024-10-03 22:09:43,2024-10-04 22:09:43
S009965,O009965,대한통운,Delivered,2024-10-03 17:04:01,2024-10-08 17:04:01
S007200,O007200,롯데택배,Delivered,2024-10-04 02:56:38,2024-10-08 02:56:38
S006033,O006033,롯데택배,Delivered,2024-10-03 19:17:50,2024-10-06 19:17:50
S004377,O004377,대한통운,Shipped,2024-10-04 03:38:38,
S003884,O003884,한진택배,Shipped,2024-10-04 13:56:53,
S002059,O002059,대한통운,Delivered,2024-10-04 12:02:11,2024-10-08 12:02:11
S008516,O008516,우체국택배,Delivered,2024-10-04 13:59:10,2024-10-06 13:59:10
S004348,O004348,대한통운,Shipped,2024-10-04 01:40:57,
S006043,O006043,대한통운,Preparing,2024-10-04 11:58:15,
S003645,O003645,롯데택배,Delivered,2024-10-05 10:00:03,2024-10-07 10:00:03
S004850,O004850,우체국택배,Cancelled,2024-10-04 17:41:52,
S002776,O002776,롯데택배,Delivered,2024-10-05 00:53:18,2024-10-09 00:53:18
S008938,O008938,대한통운,Delivered,2024-10-05 09:28:00,2024-10-10 09:28:00
S009290,O009290,한진택배,Delivered,2024-10-05 11:32:49,2024-10-09 11:32:49
S006808,O006808,한진택배,Delivered,2024-10-05 04:07:01,2024-10-09 04:07:01
S008935,O008935,우체국택배,Delivered,2024-10-05 07:50:24,2024-10-10 07:50:24
S007209,O007209,대한통운,Preparing,2024-10-05 14:11:45,
S006559,O006559,대한통운,Cancelled,2024-10-06 01:41:11,
S004771,O004771,한진택배,Shipped,2024-10-06 02:39:07,
S008781,O008781,우체국택배,Shipped,2024-10-05 14:55:54,
S005233,O005233,우체국택배,Preparing,2024-10-05 16:39:55,
S000484,O000484,우체국택배,Shipped,2024-10-06 08:25:26,
S002520,O002520,롯데택배,Delivered,2024-10-05 17:59:56,2024-10-10 17:59:56
S009560,O009560,한진택배,Delivered,2024-10-06 03:47:07,2024-10-10 03:47:07
S001081,O001081,우체국택배,Shipped,2024-10-06 20:42:07,
S004400,O004400,롯데택배,Shipped,2024-10-06 03:54:02,
S002102,O002102,롯데택배,Delivered,2024-10-06 15:20:15,2024-10-10 15:20:15
S002863,O002863,우체국택배,Delivered,2024-10-06 07:01:50,2024-10-08 07:01:50
S004984,O004984,롯데택배,Shipped,2024-10-06 22:46:21,
S004600,O004600,우체국택배,Preparing,2024-10-06 15:55:43,
S000671,O000671,한진택배,Delivered,2024-10-07 00:09:46,2024-10-08 00:09:46
S002473,O002473,대한통운,Shipped,2024-10-07 02:20:55,
S007653,O007653,대한통운,Delivered,2024-10-06 14:47:27,2024-10-08 14:47:27
S004089,O004089,롯데택배,Shipped,2024-10-06 15:18:46,
S003679,O003679,롯데택배,Delivered,2024-10-07 06:28:53,2024-10-12 06:28:53
S005602,O005602,롯데택배,Cancelled,2024-10-07 08:27:06,
S002626,O002626,우체국택배,Delivered,2024-10-06 22:00:17,2024-10-11 22:00:17
S001768,O001768,대한통운,Delivered,2024-10-07 07:47:12,2024-10-11 07:47:12
S008760,O008760,우체국택배,Shipped,2024-10-07 21:14:03,
S008313,O008313,대한통운,Preparing,2024-10-07 09:05:11,
S006241,O006241,롯데택배,Delivered,2024-10-07 09:40:38,2024-10-09 09:40:38
S009606,O009606,대한통운,Delivered,2024-10-07 22:48:56,2024-10-08 22:48:56
S006414,O006414,우체국택배,Delivered,2024-10-07 07:09:57,2024-10-11 07:09:57
S009846,O009846,롯데택배,Delivered,2024-10-07 16:28:51,2024-10-09 16:28:51
S008654,O008654,롯데택배,Preparing,2024-10-07 18:40:29,
S007140,O007140,한진택배,Preparing,2024-10-07 16:36:07,
S001811,O001811,한진택배,Delivered,2024-10-07 21:00:45,2024-10-11 21:00:45
S001997,O001997,우체국택배,Delivered,2024-10-08 01:00:38,2024-10-13 01:00:38
S004722,O004722,롯데택배,Delivered,2024-10-08 06:29:54,2024-10-09 06:29:54
S000640,O000640,대한통운,Delivered,2024-10-08 08:04:10,2024-10-10 08:04:10
S007791,O007791,롯데택배,Delivered,2024-10-08 20:24:56,2024-10-13 20:24:56
S004791,O004791,롯데택배,Delivered,2024-10-08 09:25:54,2024-10-13 09:25:54
S003409,O003409,롯데택배,Cancelled,2024-10-07 23:51:50,
S001797,O001797,대한통운,Preparing,2024-10-08 13:47:38,
S000648,O000648,롯데택배,Delivered,2024-10-08 12:06:43,2024-10-10 12:06:43
S007032,O007032,한진택배,Shipped,2024-10-08 17:43:08,
S007750,O007750,롯데택배,Delivered,2024-10-08 20:17:39,2024-10-13 20:17:39
S008758,O008758,롯데택배,Delivered,2024-10-08 16:46:42,2024-10-12 16:46:42
S005739,O005739,대한통운,Shipped,2024-10-08 17:34:52,
S008407,O008407,한진택배,Delivered,2024-10-08 12:47:23,2024-10-13 12:47:23
S003428,O003428,대한통운,Preparing,2024-10-08 10:16:38,
S007108,O007108,롯데택배,Delivered,2024-10-08 19:57:07,2024-10-09 19:57:07
S005247,O005247,우체국택배,Shipped,2024-10-08 23:56:45,
S000650,O000650,우체국택배,Delivered,2024-10-09 06:40:36,2024-10-10 06:40:36
S004757,O004757,한진택배,Shipped,2024-10-09 05:26:44,
S005048,O005048,우체국택배,Delivered,2024-10-09 04:15:48,2024-10-12 04:15:48
S003470,O003470,우체국택배,Delivered,2024-10-08 22:34:26,2024-10-10 22:34:26
S002271,O002271,롯데택배,Delivered,2024-10-09 18:32:38,2024-10-11 18:32:38
S008019,O008019,대한통운,Delivered,2024-10-09 08:49:03,2024-10-13 08:49:03
S001453,O001453,롯데택배,Delivered,2024-10-09 10:25:02,2024-10-11 10:25:02
S003287,O003287,우체국택배,Delivered,2024-10-09 23:04:32,2024-10-12 23:04:32
S005702,O005702,롯데택배,Delivered,2024-10-09 16:10:27,2024-10-12 16:10:27
S005120,O005120,한진택배,Delivered,2024-10-09 22:32:31,2024-10-12 22:32:31
S005566,O005566,한진택배,Preparing,2024-10-09 20:57:52,
S008965,O008965,대한통운,Preparing,2024-10-09 16:38:06,
S006257,O006257,우체국택배,Delivered,2024-10-10 06:28:54,2024-10-12 06:28:54
S005671,O005671,대한통운,Delivered,2024-10-10 06:09:57,2024-10-15 06:09:57
S001335,O001335,대한통운,Delivered,2024-10-10 11:23:55,2024-10-15 11:23:55
S004652,O004652,한진택배,Delivered,2024-10-10 01:06:57,2024-10-13 01:06:57
S001603,O001603,우체국택배,Cancelled,2024-10-10 22:25:16,
S005657,O005657,대한통운,Shipped,2024-10-11 01:09:24,
S005823,O005823,롯데택배,Delivered,2024-10-11 03:30:53,2024-10-15 03:30:53
S007737,O007737,우체국택배,Delivered,2024-10-10 22:12:06,2024-10-14 22:12:06
S003475,O003475,롯데택배,Shipped,2024-10-10 21:09:51,
S007045,O007045,우체국택배,Delivered,2024-10-10 19:04:38,2024-10-14 19:04:38
S003414,O003414,우체국택배,Delivered,2024-10-11 03:57:54,2024-10-16 03:57:54
S001038,O001038,우체국택배,Delivered,2024-10-11 14:47:53,2024-10-14 14:47:53
S007129,O007129,우체국택배,Preparing,2024-10-11 12:14:07,
S004411,O004411,한진택배,Delivered,2024-10-11 08:54:23,2024-10-16 08:54:23
S008868,O008868,롯데택배,Preparing,2024-10-11 08:07:59,
S005803,O005803,대한통운,Delivered,2024-10-11 02:12:32,2024-10-12 02:12:32
S007726,O007726,한진택배,Preparing,2024-10-11 21:31:09,
S005135,O005135,롯데택배,Preparing,2024-10-12 05:43:13,
S000854,O000854,대한통운,Delivered,2024-10-11 18:29:51,2024-10-14 18:29:51
S004315,O004315,대한통운,Shipped,2024-10-12 00:59:37,
S007974,O007974,우체국택배,Delivered,2024-10-11 19:46:49,2024-10-15 19:46:49
S005393,O005393,한진택배,Delivered,2024-10-11 20:37:47,2024-10-14 20:37:47
S006896,O006896,우체국택배,Shipped,2024-10-11 15:41:33,
S006575,O006575,한진택배,Delivered,2024-10-12 04:12:42,2024-10-15 04:12:42
S004114,O004114,대한통운,Shipped,2024-10-11 20:29:24,
S001888,O001888,대한통운,Preparing,2024-10-11 22:32:59,
S005164,O005164,대한통운,Cancelled,2024-10-12 15:22:55,
S004576,O004576,한진택배,Delivered,2024-10-12 15:33:37,2024-10-15 15:33:37
S008456,O008456,롯데택배,Delivered,2024-10-12 12:12:09,2024-10-16 12:12:09
S004172,O004172,롯데택배,Delivered,2024-10-12 15:49:29,2024-10-14 15:49:29
S009008,O009008,한진택배,Shipped,2024-10-12 13:59:45,
S008199,O008199,롯데택배,Delivered,2024-10-12 08:20:18,2024-10-14 08:20:18
S009346,O009346,한진택배,Delivered,2024-10-12 09:32:47,2024-10-17 09:32:47
S001622,O001622,한진택배,Delivered,2024-10-12 21:19:27,2024-10-15 21:19:27
S001713,O001713,한진택배,Shipped,2024-10-13 03:33:48,
S007901,O007901,대한통운,Delivered,2024-10-12 19:55:37,2024-10-14 19:55:37
S004952,O004952,우체국택배,Delivered,2024-10-12 19:18:01,2024-10-14 19:18:01
S009524,O009524,우체국택배,Shipped,2024-10-12 23:44:02,
S007589,O007589,한진택배,Delivered,2024-10-13 18:14:11,2024-10-15 18:14:11
S000845,O000845,롯데택배,Shipped,2024-10-13 12:02:32,
S004181,O004181,한진택배,Shipped,2024-10-13 15:05:19,
S003233,O003233,대한통운,Shipped,2024-10-13 05:07:59,
S007627,O007627,대한통운,Shipped,2024-10-13 02:30:03,
S008625,O008625,대한통운,Delivered,2024-10-13 12:55:24,2024-10-14 12:55:24
S006124,O006124,대한통운,Delivered,2024-10-13 05:54:59,2024-10-16 05:54:59
S002205,O002205,우체국택배,Preparing,2024-10-14 01:48:50,
S002052,O002052,롯데택배,Delivered,2024-10-13 21:53:46,2024-10-14 21:53:46
S001435,O001435,대한통운,Delivered,2024-10-13 13:32:09,2024-10-14 13:32:09
S005275,O005275,한진택배,Delivered,2024-10-13 16:00:18,2024-10-15 16:00:18
S005752,O005752,우체국택배,Cancelled,2024-10-14 04:10:40,
S008800,O008800,롯데택배,Delivered,2024-10-13 18:38:44,2024-10-17 18:38:44
S005387,O005387,우체국택배,Delivered,2024-10-13 14:23:47,2024-10-16 14:23:47
S007203,O007203,한진택배,Delivered,2024-10-14 03:45:41,2024-10-15 03:45:41
S000580,O000580,대한통운,Shipped,2024-10-14 04:42:35,
S005376,O005376,우체국택배,Delivered,2024-10-14 02:17:40,2024-10-15 02:17:40
S002430,O002430,한진택배,Delivered,2024-10-14 19:43:11,2024-10-15 19:43:11
S009137,O009137,한진택배,Delivered,2024-10-15 08:58:41,2024-10-20 08:58:41
S008736,O008736,롯데택배,Delivered,2024-10-14 16:06:03,2024-10-19 16:06:03
S000694,O000694,롯데택배,Delivered,2024-10-14 19:16:59,2024-10-15 19:16:59
S008060,O008060,대한통운,Shipped,2024-10-15 08:04:42,
S001175,O001175,롯데택배,Delivered,2024-10-15 00:53:30,2024-10-20 00:53:30
S009739,O009739,한진택배,Shipped,2024-10-15 15:37:37,
S002154,O002154,우체국택배,Delivered,2024-10-14 23:20:05,2024-10-16 23:20:05
S005526,O005526,한진택배,Shipped,2024-10-15 03:35:18,
S006358,O006358,대한통운,Preparing,2024-10-15 13:20:12,
S000002,O000002,대한통운,Delivered,2024-10-15 23:10:07,2024-10-19 23:10:07
S004228,O004228,대한통운,Delivered,2024-10-16 00:14:02,2024-10-17 00:14:02
