order_id,customer_id,product_id,order_date,quantity
O004686,C0665,P0370,2024-12-18 04:41:00,3
O006953,C0040,P0219,2024-12-18 05:36:34,2
O009014,C1318,P0459,2024-12-18 13:40:04,1
O002693,C0617,P0334,2024-12-18 14:27:51,1
O000171,C1354,P0195,2024-12-18 16:45:16,2
O001598,C1542,P0292,2024-12-18 20:41:10,2
O000516,C0595,P0038,2024-12-19 01:26:45,3
O001485,C0404,P0021,2024-12-19 03:45:38,2
O009013,C0923,P0342,2024-12-19 06:32:55,2
O007332,C1961,P0001,2024-12-19 11:38:42,3
O009528,C0501,P0491,2024-12-19 11:50:26,2
O009220,C0555,P0384,2024-12-19 11:54:10,1
O001594,C0008,P0407,2024-12-19 17:51:35,4
O009336,C0800,P0113,2024-12-19 21:24:01,1
O006154,C0057,P0368,2024-12-20 03:32:20,1
O001616,C1587,P0017,2024-12-20 11:35:45,2
O004526,C1595,P0119,2024-12-20 12:39:21,4
O002920,C1732,P0042,2024-12-20 13:09:45,2
O003877,C0832,P0200,2024-12-20 16:26:53,3
O008311,C0995,P0211,2024-12-20 21:24:32,3
O007946,C0127,P0290,2024-12-20 22:04:42,3
O005709,C0073,P0341,2024-12-20 23:04:17,3
O007326,C1909,P0345,2024-12-21 01:23:24,1
O009941,C0300,P0377,2024-12-21 03:19:26,5
O005431,C0261,P0290,2024-12-21 04:07:45,5
O002836,C1066,P0277,2024-12-21 04:51:01,2
O008475,C1437,P0123,2024-12-21 05:35:15,5
O007605,C1945,P0218,2024-12-21 06:02:08,5
O004796,C0841,P0204,2024-12-21 06:18:10,1
O003090,C0078,P0074,2024-12-21 06:46:04,2
O008366,C0804,P0161,2024-12-21 09:16:54,4
O000078,C1280,P0406,2024-12-21 12:30:23,4
O007552,C1703,P0185,2024-12-21 14:13:40,2
O006503,C1559,P0196,2024-12-21 14:22:59,1
O002298,C0220,P0112,2024-12-21 14:47:19,5
O008480,C1577,P0474,2024-12-21 16:35:36,4
O002633,C0530,P0461,2024-12-21 16:49:55,2
O001333,C0419,P0470,2024-12-21 17:57:04,2
O003015,C1874,P0070,2024-12-21 20:47:38,4
O006960,C0451,P0105,2024-12-21 23:07:47,4
O009393,C1899,P0276,2024-12-22 00:16:26,1
O001426,C1408,P0223,2024-12-22 01:11:46,3
O000682,C0588,P0358,2024-12-22 01:46:32,5
O003643,C1149,P0497,2024-12-22 02:46:38,3
O003289,C0783,P0489,2024-12-22 10:32:50,2
O008863,C1620,P0347,2024-12-22 11:59:57,5
O005149,C0046,P0275,2024-12-22 13:38:56,3
O007813,C1244,P0256,2024-12-22 13:40:11,4
O005510,C1171,P0329,2024-12-22 15:46:21,4
O004429,C0637,P0371,2024-12-22 16:57:01,3
O002890,C0364,P0393,2024-12-22 20:15:02,1
O000578,C1212,P0171,2024-12-22 21:23:55,3
O001125,C0280,P0420,2024-12-22 21:33:28,4
O001544,C0475,P0298,2024-12-23 00:28:29,5
O003339,C1822,P0296,2024-12-23 04:26:45,4
O004921,C0139,P0256,2024-12-23 05:04:49,5
O007912,C1128,P0322,2024-12-23 08:44:33,2
O004066,C0051,P0497,2024-12-23 09:33:01,4
O007273,C1535,P0468,2024-12-23 10:05:45,2
O000735,C1999,P0018,2024-12-23 10:24:17,3
O006393,C0952,P0224,2024-12-23 11:26:48,1
O003136,C1983,P0408,2024-12-23 11:59:34,3
O002394,C1063,P0176,2024-12-23 12:53:22,4
O002663,C0846,P0436,2024-12-23 13:40:03,2
O003657,C0434,P0060,2024-12-23 14:11:16,5
O004552,C1056,P0454,2024-12-23 15:21:05,3
O006819,C1173,P0238,2024-12-23 19:48:27,5
O002810,C0113,P0321,2024-12-23 20:14:49,2
O005727,C0602,P0009,2024-12-23 20:32:29,4
O001064,C1554,P0286,2024-12-23 22:49:50,5
O004966,C0865,P0052,2024-12-24 00:45:10,3
O007294,C0693,P0466,2024-12-24 01:40:07,4
O007615,C0759,P0470,2024-12-24 04:39:04,1
O005188,C0677,P0214,2024-12-24 05:20:23,5
O006058,C0161,P0053,2024-12-24 07:40:40,1
O006119,C0713,P0446,2024-12-24 09:53:25,2
O001120,C0842,P0148,2024-12-24 10:05:48,1
O002819,C1579,P0196,2024-12-24 13:23:59,4
O002306,C1867,P0240,2024-12-24 14:12:32,3
O006068,C1716,P0478,2024-12-24 16:12:29,2
O009291,C0300,P0147,2024-12-24 16:52:44,4
O006964,C1146,P0363,2024-12-24 18:28:12,5
O007685,C1094,P0420,2024-12-24 19:27:04,3
O005837,C0965,P0002,2024-12-24 20:04:29,2
O009159,C1517,P0339,2024-12-25 00:48:22,3
O008165,C0751,P0297,2024-12-25 03:12:42,5
O000176,C1071,P0071,2024-12-25 06:24:52,4
O003998,C0619,P0176,2024-12-25 07:02:12,3
O001273,C0144,P0296,2024-12-25 07:30:43,4
O002095,C1666,P0443,2024-12-25 09:51:01,4
O007448,C1569,P0365,2024-12-25 12:04:51,3
O009366,C0472,P0034,2024-12-25 13:41:51,2
O004301,C0666,P0253,2024-12-25 17:09:25,4
O007938,C0236,P0239,2024-12-25 18:38:26,3
O008048,C0978,P0027,2024-12-25 18:47:21,1
O008350,C0891,P0169,2024-12-25 19:55:10,4
O003827,C0589,P0449,2024-12-25 21:49:47,2
O002282,C1883,P0258,2024-12-25 22:50:21,4
O001523,C1541,P0410,2024-12-26 03:20:16,2
O006784,C0066,P0181,2024-12-26 03:21:07,1
O005588,C0090,P0448,2024-12-26 03:48:56,5
O008463,C0830,P0327,2024-12-26 06:54:46,3
O009239,C1751,P0471,2024-12-26 08:19:20,5
O000207,C1775,P0289,2024-12-26 16:11:32,1
O000513,C0362,P0127,2024-12-26 18:04:42,4
O004268,C0835,P0444,2024-12-26 18:16:03,2
O007819,C1889,P0177,2024-12-26 19:27:18,5
O003610,C0960,P0197,2024-12-26 19:42:44,3
O004877,C1672,P0122,2024-12-26 20:48:11,1
O006644,C1353,P0248,2024-12-26 20:54:06,5
O004005,C1471,P0436,2024-12-26 23:22:36,3
O007124,C0092,P0108,2024-12-27 00:25:11,5
O003246,C0183,P0362,2024-12-27 00:29:30,5
O001704,C1554,P0165,2024-12-27 02:09:28,2
O006948,C1131,P0294,2024-12-27 03:06:05,3
O000813,C0090,P0472,2024-12-27 05:16:35,3
O008102,C1860,P0103,2024-12-27 05:29:54,3
O000108,C1220,P0338,2024-12-27 06:43:17,1
O009622,C0098,P0158,2024-12-27 12:33:13,2
O003698,C1258,P0074,2024-12-27 12:45:42,1
O001936,C0308,P0147,2024-12-27 15:36:48,2
O002829,C0916,P0258,2024-12-27 16:18:59,4
O003383,C0544,P0050,2024-12-27 18:58:39,3
O009912,C1448,P0193,2024-12-27 18:58:45,2
O002072,C0610,P0003,2024-12-27 20:00:35,5
O002722,C0303,P0273,2024-12-27 21:42:06,5
O003479,C1639,P0193,2024-12-28 00:12:07,2
O000287,C1396,P0185,2024-12-28 01:22:49,1
O002660,C1384,P0340,2024-12-28 02:38:22,5
O001752,C1387,P0267,2024-12-28 03:46:29,1
O002828,C1650,P0068,2024-12-28 06:55:01,4
O008461,C0441,P0325,2024-12-28 07:17:49,1
O005968,C0545,P0076,2024-12-28 10:08:29,3
O000216,C0172,P0108,2024-12-28 13:09:32,4
O000508,C0795,P0036,2024-12-28 14:18:01,4
O008537,C0982,P0496,2024-12-28 15:53:28,5
O002004,C1631,P0253,2024-12-28 16:32:52,1
O001883,C0611,P0402,2024-12-28 17:54:02,5
O001446,C0755,P0397,2024-12-28 19:40:36,3
O005651,C0483,P0256,2024-12-28 20:43:11,5
O006007,C1031,P0431,2024-12-28 22:00:00,2
O000560,C0391,P0215,2024-12-29 00:44:25,1
O003174,C0757,P0276,2024-12-29 01:01:33,2
O002274,C1579,P0155,2024-12-29 01:50:23,1
O005676,C1230,P0176,2024-12-29 02:19:20,1
O003620,C0784,P0342,2024-12-29 02:29:33,5
O009495,C1071,P0406,2024-12-29 02:30:30,5
O008501,C1125,P0239,2024-12-29 03:27:15,2
O009993,C1050,P0104,2024-12-29 07:03:29,2
O001019,C0392,P0181,2024-12-29 09:09:56,5
O002604,C1567,P0326,2024-12-29 12:02:19,2
O003577,C1703,P0219,2024-12-29 14:52:00,5
O009554,C0899,P0234,2024-12-29 15:32:52,3
O005323,C0805,P0226,2024-12-29 16:08:49,3
O001013,C1986,P0423,2024-12-29 16:18:54,4
O004033,C0600,P0209,2024-12-29 16:24:39,3
O006286,C0414,P0351,2024-12-29 17:57:24,1
O002797,C1294,P0084,2024-12-29 19:38:59,1
O005646,C0349,P0083,2024-12-29 20:26:03,3
O009748,C0743,P0072,2024-12-29 21:14:30,3
O009153,C0766,P0040,2024-12-29 21:51:42,5
O002337,C0717,P0484,2024-12-30 01:44:16,4
O006878,C1906,P0203,2024-12-30 03:18:33,4
O001007,C1279,P0208,2024-12-30 03:33:00,4
O004636,C1497,P0331,2024-12-30 03:44:02,5
O005262,C1262,P0201,2024-12-30 04:40:20,4
O009604,C0197,P0068,2024-12-30 07:35:29,5
O007000,C1927,P0412,2024-12-30 09:06:56,5
O008182,C1280,P0160,2024-12-30 18:47:01,3
O003437,C0277,P0011,2024-12-30 22:09:47,5
O004836,C1383,P0112,2024-12-30 23:06:11,4
O000874,C0626,P0076,2024-12-30 23:18:05,3
O007557,C1854,P0182,2024-12-30 23:58:31,4
O005708,C1140,P0234,2024-12-31 08:03:56,3
O000020,C1279,P0489,2024-12-31 11:58:43,2
O000788,C0897,P0167,2024-12-31 13:39:42,1
O008395,C0703,P0322,2024-12-31 16:42:01,4
O003678,C0451,P0061,2024-12-31 17:29:53,3
O003118,C0053,P0269,2024-12-31 21:14:27,4
O004067,C1936,P0196,2024-12-31 21:18:49,3
O001334,C1615,P0469,2024-12-31 21:40:05,2
O000273,C0594,P0484,2024-12-31 21:59:34,1
O008482,C0974,P0332,2025-01-01 01:11:20,1
O001026,C0130,P0359,2025-01-01 05:48:52,3
O000861,C0097,P0469,2025-01-01 06:16:45,4
O009404,C0479,P0007,2025-01-01 07:23:45,3
O004016,C1019,P0374,2025-01-01 08:55:09,1
O001145,C0333,P0171,2025-01-01 13:00:43,1
O003448,C1114,P0046,2025-01-01 15:51:38,3
O009300,C0404,P0306,2025-01-01 18:02:27,1
O006675,C0389,P0367,2025-01-01 19:27:22,3
O004192,C0498,P0082,2025-01-01 20:15:18,1
O008004,C0558,P0111,2025-01-01 20:49:22,1
O005229,C1485,P0396,2025-01-01 22:21:33,2
O000888,C1515,P0386,2025-01-01 23:05:44,1
O002214,C0423,P0083,2025-01-01 23:07:55,1
O000848,C0102,P0230,2025-01-02 00:42:37,3
O002081,C0070,P0180,2025-01-02 01:02:27,1
O005640,C1916,P0109,2025-01-02 01:02:38,4
O007100,C0898,P0341,2025-01-02 01:53:52,5
O002304,C0936,P0009,2025-01-02 04:58:12,5
O003014,C1374,P0492,2025-01-02 07:21:09,5
O001946,C0308,P0172,2025-01-02 11:29:44,1
O002025,C0968,P0030,2025-01-02 16:49:21,2
O001642,C0357,P0262,2025-01-02 17:25:25,4
O003674,C0916,P0284,2025-01-02 23:21:37,4
O004458,C0031,P0072,2025-01-03 01:25:01,1
O009516,C0803,P0456,2025-01-03 09:35:53,3
O000561,C1063,P0332,2025-01-03 09:50:52,5
O007359,C1644,P0232,2025-01-03 10:13:27,5
O001527,C1823,P0128,2025-01-03 10:58:03,5
O008947,C0505,P0078,2025-01-03 10:58:22,3
O001337,C1963,P0174,2025-01-03 11:17:41,3
O005101,C1005,P0449,2025-01-03 11:48:00,5
O001494,C1459,P0459,2025-01-03 13:44:01,2
O004178,C0915,P0109,2025-01-03 15:55:04,5
O007764,C1250,P0136,2025-01-03 18:47:40,2
O009060,C0859,P0140,2025-01-03 19:41:05,1
O007719,C0766,P0313,2025-01-03 22:56:19,1
O001935,C1031,P0257,2025-01-04 02:42:44,3
O006863,C1473,P0363,2025-01-04 03:02:45,4
O000816,C0648,P0332,2025-01-04 06:29:48,4
O000209,C0024,P0081,2025-01-04 07:09:06,5
O001980,C0922,P0497,2025-01-04 08:57:33,4
O004572,C1291,P0277,2025-01-04 10:06:56,1
O000101,C1541,P0313,2025-01-04 10:19:04,1
O008728,C1655,P0312,2025-01-04 12:18:30,3
O002039,C0343,P0279,2025-01-04 17:53:35,2
O003171,C1789,P0426,2025-01-04 18:36:59,3
O008416,C1758,P0045,2025-01-04 19:03:35,4
O009537,C1610,P0026,2025-01-04 19:22:55,3
O006573,C0884,P0370,2025-01-04 20:19:18,5
O002638,C1392,P0093,2025-01-04 22:08:51,4
O008602,C0426,P0320,2025-01-05 11:01:50,1
O002789,C1488,P0272,2025-01-05 13:21:51,2
O004890,C0885,P0209,2025-01-05 17:53:14,4
O004183,C1438,P0372,2025-01-05 18:57:15,1
O007608,C0841,P0107,2025-01-05 19:06:47,2
O005942,C1735,P0049,2025-01-05 23:11:43,3
O009838,C1378,P0164,2025-01-06 03:02:00,5
O005161,C1105,P0277,2025-01-06 03:31:30,1
O000929,C1544,P0298,2025-01-06 04:29:33,1
O009659,C1044,P0343,2025-01-06 06:37:58,1
O003993,C1062,P0373,2025-01-06 11:54:36,2
O004316,C1804,P0313,2025-01-06 14:13:33,4
O004780,C0881,P0478,2025-01-06 17:59:33,4
O001042,C0531,P0164,2025-01-06 18:06:03,4
O002750,C0828,P0227,2025-01-06 18:53:49,3
O006526,C0981,P0001,2025-01-07 03:11:09,4
O000547,C1110,P0462,2025-01-07 04:09:30,3
O006139,C1222,P0480,2025-01-07 11:23:35,3
O001036,C1525,P0241,2025-01-07 13:12:26,2
O005289,C1505,P0242,2025-01-07 17:00:51,4
O005523,C0564,P0467,2025-01-07 17:28:31,1
O001754,C0062,P0174,2025-01-07 19:04:19,1
O007059,C1862,P0249,2025-01-08 00:45:08,3
O006600,C0643,P0398,2025-01-08 01:50:04,5
O007381,C1553,P0292,2025-01-08 06:06:30,5
O002933,C0173,P0056,2025-01-08 07:51:13,4
O002555,C1323,P0319,2025-01-08 11:54:50,3
O004028,C1998,P0077,2025-01-08 13:28:50,1
O008198,C0637,P0209,2025-01-08 15:04:15,2
O001205,C1194,P0035,2025-01-08 15:09:32,5
O006402,C0957,P0322,2025-01-08 15:42:51,2
O008024,C0872,P0306,2025-01-08 15:43:27,4
O003451,C0511,P0164,2025-01-08 18:39:22,3
O008128,C1651,P0369,2025-01-08 19:43:01,2
O000514,C0192,P0366,2025-01-08 19:54:59,1
O009424,C0900,P0471,2025-01-08 23:04:20,4
O002211,C1955,P0470,2025-01-09 01:21:10,1
O003417,C0935,P0465,2025-01-09 02:37:28,5
O003861,C0813,P0197,2025-01-09 02:42:00,2
O005683,C1655,P0214,2025-01-09 06:19:08,3
O005168,C1853,P0034,2025-01-09 06:40:11,2
O001202,C0733,P0204,2025-01-09 07:02:17,1
O002359,C0565,P0049,2025-01-09 07:54:10,2
O004371,C0171,P0487,2025-01-09 08:12:41,1
O006656,C1449,P0250,2025-01-09 09:18:25,4
O007202,C0285,P0390,2025-01-09 09:51:24,3
O004515,C1615,P0063,2025-01-09 11:07:59,5
O009906,C0691,P0485,2025-01-09 11:34:04,1
O007773,C0713,P0431,2025-01-09 15:15:23,2
O009821,C1921,P0038,2025-01-09 15:49:59,1
O005428,C1260,P0123,2025-01-09 18:18:59,5
O005532,C0051,P0198,2025-01-09 19:21:33,2
O005998,C1553,P0493,2025-01-09 21:15:47,3
O009213,C0353,P0199,2025-01-10 03:08:20,3
O007377,C1378,P0248,2025-01-10 03:52:59,4
O006759,C0302,P0355,2025-01-10 04:17:01,3
O004998,C1117,P0054,2025-01-10 06:45:54,2
O006083,C1407,P0362,2025-01-10 08:00:19,3
O005064,C0520,P0342,2025-01-10 08:11:18,5
O009462,C0955,P0367,2025-01-10 08:26:00,5
O002881,C1969,P0237,2025-01-10 20:02:18,3
O003845,C0498,P0235,2025-01-10 20:48:24,5
O000159,C0320,P0255,2025-01-10 21:06:22,4
O009156,C1422,P0211,2025-01-10 22:30:37,1
O007131,C0404,P0350,2025-01-10 22:45:05,5
O001079,C1329,P0074,2025-01-10 23:57:50,3
O001549,C1324,P0078,2025-01-11 01:09:35,3
O005496,C1282,P0181,2025-01-11 01:09:49,2
O009755,C1935,P0365,2025-01-11 03:04:56,4
O005008,C0827,P0196,2025-01-11 04:02:27,3
O000050,C0318,P0084,2025-01-11 04:46:33,1
O008500,C1093,P0360,2025-01-11 04:57:10,2
O005024,C1766,P0173,2025-01-11 05:12:03,2
O008252,C1925,P0280,2025-01-11 05:21:11,1
O000205,C0642,P0369,2025-01-11 06:52:50,5
O009449,C0937,P0265,2025-01-11 15:39:44,3
O001468,C0616,P0219,2025-01-11 16:25:22,5
O008231,C1171,P0234,2025-01-12 00:19:15,4
O006344,C1062,P0111,2025-01-12 00:24:52,3
O004317,C0641,P0188,2025-01-12 00:40:16,2
O002057,C1216,P0070,2025-01-12 02:06:13,1
O002437,C0409,P0291,2025-01-12 02:34:41,5
O000190,C0333,P0039,2025-01-12 03:26:54,5
O002927,C0863,P0028,2025-01-12 03:55:01,4
O008351,C0527,P0219,2025-01-12 04:34:37,1
O003976,C1917,P0056,2025-01-12 07:38:49,2
O003185,C0556,P0354,2025-01-12 09:42:55,5
O002442,C1249,P0342,2025-01-12 09:49:09,1
O004009,C1201,P0272,2025-01-12 18:22:57,2
O009777,C0168,P0011,2025-01-12 21:15:52,5
O000855,C1723,P0292,2025-01-12 22:33:52,2
O004599,C1182,P0038,2025-01-13 02:21:08,1
O009582,C1117,P0240,2025-01-13 04:31:40,3
O000522,C0668,P0309,2025-01-13 07:29:03,5
O005876,C1538,P0327,2025-01-13 07:33:13,4
O005493,C1269,P0132,2025-01-13 11:14:16,2
O003190,C1208,P0464,2025-01-13 16:28:25,3
O009225,C1640,P0091,2025-01-13 17:07:07,1
O000266,C0136,P0037,2025-01-13 19:58:51,2
O000123,C1479,P0321,2025-01-13 21:19:56,2
O008734,C1759,P0259,2025-01-13 23:27:43,4
O002572,C1484,P0091,2025-01-13 23:58:53,5
O007767,C0135,P0201,2025-01-14 01:52:35,1
O005498,C0142,P0227,2025-01-14 04:21:27,5
O007280,C0121,P0466,2025-01-14 04:29:27,3
O003846,C0300,P0487,2025-01-14 05:15:55,4
O006084,C1624,P0286,2025-01-14 05:16:21,1
O007491,C1346,P0443,2025-01-14 05:35:01,5
O000976,C1086,P0418,2025-01-14 12:41:26,4
O000699,C1339,P0345,2025-01-14 15:21:45,3
O002155,C1743,P0330,2025-01-14 17:58:47,5
O000385,C0413,P0098,2025-01-14 18:04:21,2
O003882,C1860,P0106,2025-01-14 19:38:41,2
O003385,C1599,P0025,2025-01-14 21:21:59,3
O000202,C0082,P0415,2025-01-14 21:55:19,2
O007796,C0625,P0035,2025-01-14 23:39:34,4
O000322,C0625,P0136,2025-01-14 23:57:13,1
O001059,C1190,P0185,2025-01-15 00:49:14,2
O009695,C0253,P0437,2025-01-15 03:32:34,3
O003707,C0064,P0270,2025-01-15 03:53:06,5
O002513,C1035,P0143,2025-01-15 04:49:09,3
O001153,C1137,P0367,2025-01-15 04:54:40,4
O000859,C1259,P0376,2025-01-15 08:15:10,2
O007480,C0770,P0497,2025-01-15 09:55:41,5
O007660,C1508,P0281,2025-01-15 11:01:48,5
O005198,C0582,P0334,2025-01-15 11:06:39,2
O006554,C0304,P0170,2025-01-15 12:16:26,3
O004751,C1766,P0145,2025-01-15 13:33:37,2
O009395,C1191,P0042,2025-01-15 13:59:42,1
O002973,C0751,P0314,2025-01-15 14:29:54,3
O008588,C0586,P0428,2025-01-15 14:52:51,2
O000485,C0280,P0078,2025-01-15 16:38:56,3
O009382,C0404,P0328,2025-01-15 17:12:05,2
O008080,C1994,P0443,2025-01-15 19:39:26,2
O002291,C0779,P0006,2025-01-15 21:24:07,5
O009170,C1239,P0465,2025-01-15 21:27:19,3
O001599,C0070,P0150,2025-01-15 21:46:48,2
O003803,C0333,P0083,2025-01-16 00:14:42,5
O009012,C1309,P0316,2025-01-16 00:19:49,1
O006641,C0433,P0227,2025-01-16 01:40:49,5
O000102,C0017,P0290,2025-01-16 07:44:26,3
O006924,C1665,P0153,2025-01-16 07:56:38,5
O005473,C0071,P0354,2025-01-16 11:46:52,1
O004444,C0227,P0422,2025-01-16 12:13:14,1
O001004,C1317,P0190,2025-01-16 12:23:06,4
O006263,C0970,P0497,2025-01-16 14:37:07,4
O003824,C1935,P0401,2025-01-16 15:27:13,3
O004701,C0041,P0089,2025-01-16 15:40:33,5
O002129,C0928,P0027,2025-01-16 22:09:36,3
O002643,C1233,P0261,2025-01-16 22:19:33,3
O009619,C0069,P0404,2025-01-16 23:28:55,2
O001477,C0431,P0012,2025-01-16 23:59:48,3
O003786,C1970,P0334,2025-01-17 00:41:09,4
O004897,C0896,P0443,2025-01-17 03:30:18,1
O005341,C0617,P0358,2025-01-17 05:06:18,5
O007348,C1010,P0214,2025-01-17 07:00:31,3
O000793,C0720,P0007,2025-01-17 08:22:59,4
O001728,C1810,P0215,2025-01-17 12:19:34,3
O001405,C0780,P0179,2025-01-17 12:58:17,4
O003961,C0303,P0170,2025-01-17 14:09:40,2
O005514,C1101,P0199,2025-01-17 15:40:03,4
O007792,C0998,P0496,2025-01-17 20:01:34,4
O008664,C1638,P0403,2025-01-17 21:14:24,3
O005772,C1617,P0023,2025-01-18 00:31:50,3
O002097,C0730,P0125,2025-01-18 00:51:24,2
O001861,C0679,P0047,2025-01-18 01:00:55,4
O006259,C1039,P0401,2025-01-18 01:23:11,4
O003442,C1384,P0158,2025-01-18 04:51:26,2
O009801,C0951,P0276,2025-01-18 05:38:49,4
O006651,C1185,P0277,2025-01-18 13:34:39,3
O008184,C1424,P0281,2025-01-18 14:24:05,2
O006379,C1062,P0031,2025-01-18 15:02:17,2
O003640,C1020,P0121,2025-01-18 16:01:14,4
O004709,C0220,P0457,2025-01-18 21:00:06,2
O005136,C0209,P0175,2025-01-18 22:00:01,2
O009699,C0032,P0398,2025-01-18 22:24:44,1
O004343,C1248,P0417,2025-01-19 00:50:15,2
O007979,C1652,P0214,2025-01-19 02:27:25,5
O003151,C0581,P0268,2025-01-19 05:18:23,4
O005957,C0864,P0210,2025-01-19 05:19:10,5
O001898,C1539,P0379,2025-01-19 05:31:08,2
O006236,C0842,P0292,2025-01-19 07:37:28,5
O002133,C0097,P0499,2025-01-19 09:26:44,5
O001703,C1776,P0280,2025-01-19 11:13:59,2
O008617,C1572,P0308,2025-01-19 11:53:34,2
O004116,C0959,P0453,2025-01-19 11:53:38,4
O004634,C1630,P0025,2025-01-19 14:26:32,1
O000642,C0126,P0354,2025-01-19 18:01:43,3
O000831,C0719,P0167,2025-01-19 19:01:34,3
O006343,C1120,P0002,2025-01-19 20:30:48,5
O009210,C0194,P0367,2025-01-19 20:53:16,1
O009171,C0849,P0355,2025-01-19 21:05:08,5
O006728,C1615,P0263,2025-01-19 21:07:55,3
O005424,C1260,P0275,2025-01-19 22:43:49,1
O008268,C1614,P0353,2025-01-20 01:02:17,1
O005667,C0420,P0408,2025-01-20 02:20:47,2
O004094,C1064,P0327,2025-01-20 03:22:46,5
O007270,C1208,P0082,2025-01-20 03:49:42,2
O001954,C1152,P0458,2025-01-20 04:40:40,2
O001027,C1772,P0045,2025-01-20 07:53:08,4
O009939,C1305,P0460,2025-01-20 10:46:49,4
O001855,C1901,P0312,2025-01-20 11:41:51,2
O005662,C0338,P0492,2025-01-20 16:18:08,2
O000695,C1549,P0284,2025-01-20 17:59:59,2
O007606,C1818,P0231,2025-01-20 19:21:59,1
O009843,C0373,P0439,2025-01-20 19:24:25,4
O005314,C0466,P0244,2025-01-20 19:29:35,5
O005100,C1922,P0087,2025-01-20 21:27:17,4
O000145,C1949,P0414,2025-01-20 21:57:20,2
O007044,C1630,P0079,2025-01-20 22:16:57,5
O005944,C1686,P0336,2025-01-20 23:58:48,2
O007162,C0954,P0144,2025-01-21 01:49:42,1
O009855,C1930,P0083,2025-01-21 03:14:53,3
O006775,C0577,P0481,2025-01-21 03:43:53,1
O009925,C0343,P0336,2025-01-21 07:19:56,4
O000911,C1907,P0122,2025-01-21 07:49:22,2
O007642,C0248,P0315,2025-01-21 08:11:51,3
O005318,C0414,P0049,2025-01-21 09:02:07,2
O004239,C0894,P0177,2025-01-21 09:07:58,1
O004445,C1472,P0249,2025-01-21 10:34:02,4
O000677,C1486,P0380,2025-01-21 10:46:18,3
O007658,C1124,P0070,2025-01-21 12:09:08,3
O000812,C1522,P0352,2025-01-21 12:20:28,5
O006868,C1577,P0480,2025-01-21 13:21:01,5
O001459,C1445,P0215,2025-01-21 16:53:04,5
O008632,C0505,P0276,2025-01-21 17:44:24,4
O001248,C0913,P0414,2025-01-21 23:31:31,1
O002622,C0238,P0233,2025-01-22 03:16:33,3
O003283,C0992,P0272,2025-01-22 09:18:17,5
O004220,C0407,P0014,2025-01-22 13:28:13,5
O000852,C1314,P0092,2025-01-22 15:42:49,2
O002864,C0561,P0066,2025-01-22 18:45:31,5
O003344,C1829,P0151,2025-01-22 20:00:04,2
O005554,C0370,P0250,2025-01-22 21:48:37,2
O000477,C1591,P0478,2025-01-23 01:10:03,5
O000150,C1818,P0145,2025-01-23 03:18:30,3
O009743,C1000,P0424,2025-01-23 03:43:05,2
O006532,C1665,P0250,2025-01-23 04:49:57,5
O003481,C0168,P0412,2025-01-23 05:44:26,4
O005439,C0407,P0166,2025-01-23 07:39:53,2
O001442,C0171,P0016,2025-01-23 08:56:47,5
O007850,C1158,P0017,2025-01-23 09:13:05,1
O006715,C0561,P0238,2025-01-23 11:07:45,1
O007252,C0976,P0329,2025-01-23 11:51:27,1
O003088,C0101,P0491,2025-01-23 12:25:32,3
O001647,C0571,P0375,2025-01-23 14:08:12,5
O003917,C0986,P0489,2025-01-23 16:50:24,3
O009464,C1111,P0074,2025-01-23 18:26:51,1
O007596,C0752,P0079,2025-01-23 19:53:36,1
O006941,C1468,P0007,2025-01-23 20:07:51,4
O009394,C0518,P0129,2025-01-23 20:17:29,5
O000957,C1236,P0303,2025-01-23 23:18:15,5
O001253,C1042,P0076,2025-01-23 23:57:08,5
O007672,C1110,P0385,2025-01-24 02:21:35,1
O009357,C0350,P0240,2025-01-24 04:06:43,4
O000774,C0146,P0466,2025-01-24 04:19:45,4
O006648,C1778,P0274,2025-01-24 04:21:36,4
O003390,C0609,P0018,2025-01-24 05:26:41,4
O009825,C0548,P0005,2025-01-24 06:24:14,2
O008237,C0848,P0338,2025-01-24 06:42:05,1
O007620,C1434,P0177,2025-01-24 08:01:06,3
O002234,C1381,P0401,2025-01-24 08:21:14,1
O007201,C0423,P0256,2025-01-24 09:02:34,1
O009721,C1652,P0153,2025-01-24 13:01:15,4
O001651,C0953,P0285,2025-01-24 13:29:42,1
O009900,C1575,P0082,2025-01-24 13:30:49,3
O009193,C0270,P0220,2025-01-24 15:25:00,2
O008135,C0520,P0332,2025-01-24 16:19:50,3
O001803,C0254,P0041,2025-01-24 17:20:36,3
O006605,C1917,P0226,2025-01-24 17:24:04,4
O000936,C1945,P0316,2025-01-24 19:08:29,5
O002462,C1904,P0200,2025-01-24 19:51:44,5
O004408,C0128,P0469,2025-01-24 20:05:48,5
O009767,C0371,P0383,2025-01-24 20:06:26,3
O007889,C1340,P0402,2025-01-24 21:22:54,4
O008360,C0432,P0073,2025-01-24 23:47:08,1
O008527,C0043,P0235,2025-01-25 00:13:57,5
O009038,C0263,P0273,2025-01-25 01:23:02,5
O001252,C0775,P0449,2025-01-25 02:28:14,2
O004932,C0427,P0110,2025-01-25 03:00:41,1
O000977,C1935,P0240,2025-01-25 03:48:59,4
O007481,C0454,P0482,2025-01-25 08:02:59,2
O009814,C1433,P0252,2025-01-25 08:27:29,3
O008531,C1831,P0176,2025-01-25 09:58:40,5
